%xdss
@relation 'tipo de prestamo'

%ATRIBUTOS POR ORDEN DE APARICIÓN EN LA DESCRIPCIÓN
@attribute monto INTEGER
@attribute antiguedad INTEGER
@attribute edad INTEGER
@attribute prestamo {'A SOLA FIRMA',EXTRAORDINARIO}

%DATOS DE LOS PARTICIPANTES
@data
27853, 2255, 21385, EXTRAORDINARIO
28153, 2697, 21827, 'A SOLA FIRMA'
28353, 3031, 22161, 'A SOLA FIRMA'
28353, 3047, 22177, 'A SOLA FIRMA'
28653, 3728, 22858, 'A SOLA FIRMA'
17600, 492, 19726, EXTRAORDINARIO
23000, 293, 12665, EXTRAORDINARIO
11375, 873, 14651, EXTRAORDINARIO
14057, 1490, 15268, EXTRAORDINARIO
15957, 2052, 15830, EXTRAORDINARIO
24877, 569, 16830, EXTRAORDINARIO
24877, 642, 16903, EXTRAORDINARIO
25686, 487, 15953, EXTRAORDINARIO
28086, 1005, 16471, EXTRAORDINARIO
27250, 473, 17988, EXTRAORDINARIO
30650, 994, 18509, EXTRAORDINARIO
33050, 1518, 19033, EXTRAORDINARIO
40000, 2251, 19766, EXTRAORDINARIO
120000, 2493, 20008, EXTRAORDINARIO
122400, 3710, 21225, EXTRAORDINARIO
3000, 992, 12745, EXTRAORDINARIO
2900, 4019, 22560, 'A SOLA FIRMA'
34200, 360, 18901, EXTRAORDINARIO
63100, 2112, 20653, EXTRAORDINARIO
83266, 3043, 21584, 'A SOLA FIRMA'
135900, 2418, 20959, EXTRAORDINARIO
138166, 2926, 21467, 'A SOLA FIRMA'
77900, 522, 18041, EXTRAORDINARIO
83500, 1000, 18519, EXTRAORDINARIO
100100, 1256, 18775, EXTRAORDINARIO
160300, 1581, 19100, EXTRAORDINARIO
162400, 1950, 19469, 'A SOLA FIRMA'
203100, 2143, 19662, EXTRAORDINARIO
204000, 2280, 19799, EXTRAORDINARIO
204700, 2398, 19917, 'A SOLA FIRMA'
205900, 2693, 20212, 'A SOLA FIRMA'
207500, 3136, 20655, 'A SOLA FIRMA'
208500, 3498, 21017, 'A SOLA FIRMA'
208700, 3986, 21505, 'A SOLA FIRMA'
27400, 1275, 14533, EXTRAORDINARIO
28600, 1676, 14934, EXTRAORDINARIO
53000, 4, 13262, EXTRAORDINARIO
63600, 327, 13585, EXTRAORDINARIO
23400, 817, 16620, EXTRAORDINARIO
10200, 1131, 11618, EXTRAORDINARIO
11500, 0, 17741, EXTRAORDINARIO
100000, 3, 12041, EXTRAORDINARIO
136900, 31, 12069, EXTRAORDINARIO
210372, 68, 12106, EXTRAORDINARIO
212027, 73, 12111, EXTRAORDINARIO
213997, 75, 12113, EXTRAORDINARIO
217036, 94, 12132, EXTRAORDINARIO
271336, 106, 12144, EXTRAORDINARIO
284196, 119, 12157, EXTRAORDINARIO
287976, 127, 12165, EXTRAORDINARIO
290476, 132, 12170, EXTRAORDINARIO
297076, 134, 12172, EXTRAORDINARIO
302876, 138, 12176, EXTRAORDINARIO
333036, 145, 12183, EXTRAORDINARIO
337836, 592, 12630, EXTRAORDINARIO
332454, 4150, 21052, EXTRAORDINARIO
11000, 1236, 12710, EXTRAORDINARIO
15033, 1324, 13607, EXTRAORDINARIO
20394, 605, 17316, EXTRAORDINARIO
53394, 878, 17589, EXTRAORDINARIO
57494, 1720, 18431, EXTRAORDINARIO
182400, 835, 25516, EXTRAORDINARIO
185600, 1358, 26039, EXTRAORDINARIO
190900, 2925, 27606, 'A SOLA FIRMA'
190900, 3807, 28488, 'A SOLA FIRMA'
190900, 4197, 28878, 'A SOLA FIRMA'
190900, 4471, 29152, 'A SOLA FIRMA'
38000, 8, 21249, EXTRAORDINARIO
63000, 10, 21251, EXTRAORDINARIO
113000, 16, 21257, EXTRAORDINARIO
198000, 24, 21265, EXTRAORDINARIO
233000, 36, 21277, EXTRAORDINARIO
263000, 40, 21281, EXTRAORDINARIO
913000, 1830, 23071, 'A SOLA FIRMA'
913000, 1830, 23071, EXTRAORDINARIO
50000, 2, 15329, EXTRAORDINARIO
70000, 18, 15345, EXTRAORDINARIO
78940, 27, 15354, EXTRAORDINARIO
93640, 28, 15355, EXTRAORDINARIO
96640, 40, 15367, EXTRAORDINARIO
104240, 46, 15373, EXTRAORDINARIO
114640, 53, 15380, EXTRAORDINARIO
114640, 62, 15389, EXTRAORDINARIO
47800, 557, 13377, EXTRAORDINARIO
50600, 1103, 13923, EXTRAORDINARIO
52300, 2321, 15141, EXTRAORDINARIO
52400, 2357, 15177, 'A SOLA FIRMA'
52500, 2626, 15446, 'A SOLA FIRMA'
52500, 2798, 15618, 'A SOLA FIRMA'
39000, 2060, 11150, 'A SOLA FIRMA'
49400, 2778, 11868, 'A SOLA FIRMA'
49700, 3241, 12331, 'A SOLA FIRMA'
49700, 3625, 12715, 'A SOLA FIRMA'
56357, 3871, 12961, 'A SOLA FIRMA'
56357, 4458, 13548, 'A SOLA FIRMA'
20200, 4347, 22526, 'A SOLA FIRMA'
20200, 4536, 22715, 'A SOLA FIRMA'
60000, 1507, 19655, EXTRAORDINARIO
100000, 1108, 20455, EXTRAORDINARIO
142700, 1698, 21045, EXTRAORDINARIO
144900, 2416, 21763, 'A SOLA FIRMA'
146400, 2990, 22337, 'A SOLA FIRMA'
54900, 213, 13827, EXTRAORDINARIO
69400, 521, 14135, EXTRAORDINARIO
8739, 723, 18239, EXTRAORDINARIO
4478, 995, 11087, EXTRAORDINARIO
23398, 1299, 11391, EXTRAORDINARIO
23398, 1621, 11713, EXTRAORDINARIO
23398, 3448, 13540, EXTRAORDINARIO
22400, 1050, 12054, EXTRAORDINARIO
24400, 1620, 12624, EXTRAORDINARIO
24683, 804, 16399, EXTRAORDINARIO
27183, 1620, 17215, EXTRAORDINARIO
27483, 2276, 17871, 'A SOLA FIRMA'
27883, 2607, 18202, EXTRAORDINARIO
98805, 2840, 18435, 'A SOLA FIRMA'
98805, 4536, 20131, 'A SOLA FIRMA'
39408, 652, 14510, EXTRAORDINARIO
43208, 1333, 15191, EXTRAORDINARIO
44508, 1738, 15596, 'A SOLA FIRMA'
300, 3642, 25218, 'A SOLA FIRMA'
21598, 1493, 23069, EXTRAORDINARIO
23998, 2438, 24014, 'A SOLA FIRMA'
23998, 2480, 24056, 'A SOLA FIRMA'
24198, 2912, 24488, 'A SOLA FIRMA'
24198, 3063, 24639, EXTRAORDINARIO
300, 3255, 17390, EXTRAORDINARIO
15000, 1, 14136, EXTRAORDINARIO
30000, 721, 14856, EXTRAORDINARIO
33900, 1475, 15610, EXTRAORDINARIO
44900, 2221, 16356, EXTRAORDINARIO
17600, 833, 13809, EXTRAORDINARIO
27259, 1993, 25833, EXTRAORDINARIO
15000, 778, 26210, EXTRAORDINARIO
30000, 1457, 26889, EXTRAORDINARIO
32600, 2585, 28017, 'A SOLA FIRMA'
20000, 1081, 16104, EXTRAORDINARIO
21361, 1683, 16706, EXTRAORDINARIO
15200, 1137, 14162, EXTRAORDINARIO
15742, 1683, 14708, EXTRAORDINARIO
10000, 8, 11801, EXTRAORDINARIO
10600, 312, 12105, EXTRAORDINARIO
12200, 674, 12467, EXTRAORDINARIO
75000, 1112, 12905, EXTRAORDINARIO
50000, 1851, 16955, EXTRAORDINARIO
12000, 725, 18095, EXTRAORDINARIO
30000, 798, 16228, EXTRAORDINARIO
121332, 3394, 20973, EXTRAORDINARIO
20000, 967, 13641, EXTRAORDINARIO
65600, 1087, 13761, EXTRAORDINARIO
89500, 1496, 14170, EXTRAORDINARIO
91000, 1893, 14567, EXTRAORDINARIO
101572, 2051, 14725, 'A SOLA FIRMA'
11047, 932, 11349, EXTRAORDINARIO
11747, 1444, 11861, EXTRAORDINARIO
11747, 1891, 12308, EXTRAORDINARIO
6600, 530, 20019, EXTRAORDINARIO
116000, 159, 13232, EXTRAORDINARIO
120600, 1406, 14479, 'A SOLA FIRMA'
120800, 1945, 15018, 'A SOLA FIRMA'
120900, 1979, 15052, EXTRAORDINARIO
121000, 3155, 16228, 'A SOLA FIRMA'
121000, 3476, 16549, 'A SOLA FIRMA'
67700, 424, 13037, EXTRAORDINARIO
72100, 1106, 13719, EXTRAORDINARIO
7473, 1, 14184, EXTRAORDINARIO
11800, 1372, 15605, EXTRAORDINARIO
12000, 1563, 15796, 'A SOLA FIRMA'
120000, 0, 12094, EXTRAORDINARIO
127800, 3834, 12870, EXTRAORDINARIO
15030, 1108, 15628, EXTRAORDINARIO
23030, 2981, 17501, EXTRAORDINARIO
600, 3345, 25240, 'A SOLA FIRMA'
14600, 765, 22660, 'A SOLA FIRMA'
50000, 819, 22714, 'A SOLA FIRMA'
50000, 827, 22722, EXTRAORDINARIO
51700, 1216, 23111, 'A SOLA FIRMA'
100000, 1512, 23407, EXTRAORDINARIO
120300, 1630, 23525, EXTRAORDINARIO
120500, 1686, 23581, 'A SOLA FIRMA'
121700, 1974, 23869, 'A SOLA FIRMA'
122200, 2452, 24347, 'A SOLA FIRMA'
122200, 2774, 24669, 'A SOLA FIRMA'
10000, 837, 11600, EXTRAORDINARIO
12100, 1664, 12427, EXTRAORDINARIO
13100, 2031, 12794, EXTRAORDINARIO
13600, 2362, 13125, EXTRAORDINARIO
14000, 2749, 13512, EXTRAORDINARIO
14000, 3005, 13768, EXTRAORDINARIO
20200, 839, 11260, EXTRAORDINARIO
22000, 1485, 11906, EXTRAORDINARIO
82400, 1651, 12072, EXTRAORDINARIO
333570, 2621, 13042, EXTRAORDINARIO
63000, 126, 21235, EXTRAORDINARIO
33000, 632, 17716, EXTRAORDINARIO
100000, 728, 17812, EXTRAORDINARIO
142800, 1324, 18408, EXTRAORDINARIO
146300, 2620, 19704, 'A SOLA FIRMA'
147000, 3827, 20911, 'A SOLA FIRMA'
18400, 3109, 16604, EXTRAORDINARIO
108000, 6, 14662, EXTRAORDINARIO
167893, 3977, 18633, 'A SOLA FIRMA'
483520, 1751, 16407, 'A SOLA FIRMA'
483720, 1934, 16590, 'A SOLA FIRMA'
484220, 2512, 17168, 'A SOLA FIRMA'
484420, 2842, 17498, 'A SOLA FIRMA'
484420, 3430, 18086, 'A SOLA FIRMA'
108000, 5, 14113, EXTRAORDINARIO
110000, 1417, 15525, 'A SOLA FIRMA'
35200, 55, 13573, EXTRAORDINARIO
128850, 370, 13888, EXTRAORDINARIO
132750, 1218, 14736, 'A SOLA FIRMA'
133450, 1533, 15051, 'A SOLA FIRMA'
180000, 1671, 15189, EXTRAORDINARIO
321300, 2145, 15663, EXTRAORDINARIO
323500, 3557, 17075, 'A SOLA FIRMA'
323500, 3903, 17421, 'A SOLA FIRMA'
11800, 279, 13875, EXTRAORDINARIO
16200, 964, 14560, EXTRAORDINARIO
12500, 17, 14959, EXTRAORDINARIO
150000, 1, 13165, EXTRAORDINARIO
150000, 1, 11766, EXTRAORDINARIO
150000, 1, 9544, EXTRAORDINARIO
43750, 3, 14771, EXTRAORDINARIO
45950, 399, 15167, EXTRAORDINARIO
100050, 1302, 16070, EXTRAORDINARIO
100350, 1604, 16372, 'A SOLA FIRMA'
22421, 4, 12818, EXTRAORDINARIO
26821, 1374, 14188, EXTRAORDINARIO
50000, 1217, 8707, EXTRAORDINARIO
4000, 3821, 20847, 'A SOLA FIRMA'
5500, 4020, 21046, 'A SOLA FIRMA'
11279, 1393, 18419, 'A SOLA FIRMA'
12379, 2025, 19051, 'A SOLA FIRMA'
12979, 2428, 19454, 'A SOLA FIRMA'
12979, 2807, 19833, 'A SOLA FIRMA'
16679, 3269, 20295, 'A SOLA FIRMA'
3587, 0, 12395, EXTRAORDINARIO
8185, 492, 12887, EXTRAORDINARIO
30329, 1414, 11908, EXTRAORDINARIO
25000, 0, 17382, EXTRAORDINARIO
48000, 1022, 18919, EXTRAORDINARIO
11364, 3, 17243, EXTRAORDINARIO
6000, 1, 12618, EXTRAORDINARIO
18750, 1, 11031, EXTRAORDINARIO
48000, 28, 17873, EXTRAORDINARIO
75000, 333, 18178, EXTRAORDINARIO
10000, 526, 21024, 'A SOLA FIRMA'
13375, 1301, 21799, 'A SOLA FIRMA'
13875, 1404, 21902, 'A SOLA FIRMA'
14375, 1589, 22087, 'A SOLA FIRMA'
14775, 1729, 22227, 'A SOLA FIRMA'
15759, 1979, 22477, 'A SOLA FIRMA'
16518, 2174, 22672, 'A SOLA FIRMA'
40600, 304, 13688, EXTRAORDINARIO
100000, 335, 20893, EXTRAORDINARIO
102300, 2416, 22974, EXTRAORDINARIO
202000, 1034, 21592, EXTRAORDINARIO
4573, 2, 15759, EXTRAORDINARIO
5773, 260, 16017, EXTRAORDINARIO
7773, 561, 16318, EXTRAORDINARIO
90500, 11, 10861, EXTRAORDINARIO
91500, 858, 11708, EXTRAORDINARIO
161093, 1194, 12044, EXTRAORDINARIO
250093, 2391, 13241, EXTRAORDINARIO
37500, 0, 16253, EXTRAORDINARIO
13359, 0, 9491, EXTRAORDINARIO
15000, 0, 24811, EXTRAORDINARIO
13200, 552, 15283, EXTRAORDINARIO
31375, 1304, 16035, EXTRAORDINARIO
31775, 1487, 16218, EXTRAORDINARIO
6264, 934, 17664, EXTRAORDINARIO
23000, 288, 22725, EXTRAORDINARIO
25800, 835, 23272, EXTRAORDINARIO
31700, 1116, 23553, EXTRAORDINARIO
34208, 1505, 23942, EXTRAORDINARIO
35008, 1988, 24425, EXTRAORDINARIO
36066, 2339, 24776, EXTRAORDINARIO
25500, 8, 17272, EXTRAORDINARIO
28300, 444, 17708, EXTRAORDINARIO
29900, 901, 18165, EXTRAORDINARIO
30700, 1347, 18611, 'A SOLA FIRMA'
68300, 3325, 20589, EXTRAORDINARIO
132000, 295, 13217, EXTRAORDINARIO
150000, 1, 12923, EXTRAORDINARIO
184000, 1205, 14127, EXTRAORDINARIO
184000, 1293, 14215, 'A SOLA FIRMA'
150000, 0, 10532, EXTRAORDINARIO
35000, 340, 19263, EXTRAORDINARIO
40700, 2574, 21497, 'A SOLA FIRMA'
8000, 3, 24332, EXTRAORDINARIO
28339, 1576, 26975, EXTRAORDINARIO
10464, 0, 12864, EXTRAORDINARIO
13864, 1619, 14483, 'A SOLA FIRMA'
103000, 240, 15860, EXTRAORDINARIO
15000, 34, 10874, EXTRAORDINARIO
57000, 450, 11290, EXTRAORDINARIO
63000, 13, 20545, EXTRAORDINARIO
142200, 835, 21367, EXTRAORDINARIO
289430, 2127, 22659, 'A SOLA FIRMA'
300, 2482, 14731, 'A SOLA FIRMA'
170000, 2100, 14349, EXTRAORDINARIO
010, 1188, 26297, EXTRAORDINARIO
50000, 6, 16534, EXTRAORDINARIO
23000, 737, 25248, EXTRAORDINARIO
53500, 1479, 25990, EXTRAORDINARIO
35000, 8, 20932, EXTRAORDINARIO
38500, 702, 21626, EXTRAORDINARIO
39400, 1023, 21947, EXTRAORDINARIO
123000, 114, 17732, EXTRAORDINARIO
18000, 8, 9312, EXTRAORDINARIO
30000, 14, 11629, EXTRAORDINARIO
20000, 5, 20131, EXTRAORDINARIO
35000, 10, 20136, EXTRAORDINARIO
107400, 214, 20340, EXTRAORDINARIO
161900, 913, 21039, 'A SOLA FIRMA'
162100, 984, 21110, 'A SOLA FIRMA'
162100, 984, 21110, EXTRAORDINARIO
230300, 1257, 21383, EXTRAORDINARIO
590100, 1318, 21444, 'A SOLA FIRMA'
590400, 1417, 21543, 'A SOLA FIRMA'
70000, 17, 12293, EXTRAORDINARIO
501400, 881, 13157, EXTRAORDINARIO
25000, 108, 8382, EXTRAORDINARIO
50100, 837, 9111, EXTRAORDINARIO
10000, 14, 17938, EXTRAORDINARIO
111200, 681, 18605, EXTRAORDINARIO
111200, 693, 18617, 'A SOLA FIRMA'
16000, 0, 12077, EXTRAORDINARIO
18500, 627, 12704, EXTRAORDINARIO
21000, 19, 12233, EXTRAORDINARIO
21194, 447, 12661, EXTRAORDINARIO
30000, 5, 13523, EXTRAORDINARIO
32800, 549, 14067, EXTRAORDINARIO
119517, 770, 14288, EXTRAORDINARIO
31000, 750, 12324, EXTRAORDINARIO
10000, 58, 12009, EXTRAORDINARIO
40800, 841, 12792, EXTRAORDINARIO
3049, 0, 15364, EXTRAORDINARIO
4849, 266, 15630, EXTRAORDINARIO
49471, 3027, 18391, EXTRAORDINARIO
55700, 1044, 20588, EXTRAORDINARIO
50000, 4, 12977, EXTRAORDINARIO
88612, 770, 13743, EXTRAORDINARIO
160012, 1157, 14130, EXTRAORDINARIO
160712, 1372, 14345, 'A SOLA FIRMA'
241112, 1561, 14534, EXTRAORDINARIO
241512, 1710, 14683, 'A SOLA FIRMA'
241512, 2928, 15901, 'A SOLA FIRMA'
50000, 172, 9960, EXTRAORDINARIO
400, 471, 13711, EXTRAORDINARIO
700, 805, 14045, 'A SOLA FIRMA'
900, 1065, 14305, 'A SOLA FIRMA'
1000, 1888, 15128, 'A SOLA FIRMA'
1000, 1986, 15226, EXTRAORDINARIO
74801, 2079, 15319, EXTRAORDINARIO
74801, 2143, 15383, EXTRAORDINARIO
74801, 2376, 15616, 'A SOLA FIRMA'
74801, 2382, 15622, EXTRAORDINARIO
74801, 2479, 15719, EXTRAORDINARIO
74801, 2505, 15745, EXTRAORDINARIO
74801, 2742, 15982, 'A SOLA FIRMA'
74801, 2978, 16218, 'A SOLA FIRMA'
74801, 3327, 16567, 'A SOLA FIRMA'
74801, 3509, 16749, 'A SOLA FIRMA'
20000, 167, 26640, EXTRAORDINARIO
21900, 641, 27114, EXTRAORDINARIO
22800, 1026, 27499, 'A SOLA FIRMA'
63000, 1, 20775, EXTRAORDINARIO
122600, 1627, 22401, EXTRAORDINARIO
274647, 1169, 16216, EXTRAORDINARIO
40000, 1, 8122, EXTRAORDINARIO
35000, 7, 12775, EXTRAORDINARIO
36000, 1, 1, EXTRAORDINARIO
46000, 892, 892, EXTRAORDINARIO
53000, 346, 11053, EXTRAORDINARIO
100000, 1, 8998, EXTRAORDINARIO
101900, 924, 9921, 'A SOLA FIRMA'
160000, 1, 21433, EXTRAORDINARIO
162600, 924, 22356, 'A SOLA FIRMA'
162600, 1528, 22960, EXTRAORDINARIO
101000, 1068, 12131, EXTRAORDINARIO
14738, 654, 22812, EXTRAORDINARIO
23000, 1, 10656, EXTRAORDINARIO
23400, 336, 10991, EXTRAORDINARIO
51600, 729, 10487, EXTRAORDINARIO
52100, 3081, 12839, 'A SOLA FIRMA'
18000, 27, 13074, EXTRAORDINARIO
37268, 1460, 14507, EXTRAORDINARIO
21000, 524, 24770, EXTRAORDINARIO
104800, 1165, 13848, EXTRAORDINARIO
100, 525, 17033, 'A SOLA FIRMA'
1100, 1817, 18325, 'A SOLA FIRMA'
1100, 2153, 18661, EXTRAORDINARIO
1100, 2307, 18815, 'A SOLA FIRMA'
1100, 2671, 19179, 'A SOLA FIRMA'
1100, 2906, 19414, 'A SOLA FIRMA'
1100, 3268, 19776, 'A SOLA FIRMA'
1100, 3438, 19946, 'A SOLA FIRMA'
100, 532, 18282, 'A SOLA FIRMA'
100, 595, 18345, 'A SOLA FIRMA'
1100, 992, 18742, 'A SOLA FIRMA'
1800, 1843, 19593, 'A SOLA FIRMA'
1900, 2275, 20025, 'A SOLA FIRMA'
1900, 2483, 20233, EXTRAORDINARIO
1900, 2666, 20416, 'A SOLA FIRMA'
1900, 3086, 20836, 'A SOLA FIRMA'
1900, 3436, 21186, 'A SOLA FIRMA'
1900, 3530, 21280, EXTRAORDINARIO
13200, 4, 9399, EXTRAORDINARIO
6000, 4, 11278, EXTRAORDINARIO
20000, 1, 10438, EXTRAORDINARIO
5600, 698, 20435, EXTRAORDINARIO
123395, 1573, 21310, EXTRAORDINARIO
15000, 2, 11487, EXTRAORDINARIO
28000, 1127, 24897, 'A SOLA FIRMA'
3000, 122, 10337, EXTRAORDINARIO
671000, 301, 10516, EXTRAORDINARIO
200, 479, 18692, 'A SOLA FIRMA'
1200, 935, 19148, 'A SOLA FIRMA'
1300, 2064, 20277, 'A SOLA FIRMA'
1300, 2349, 20562, 'A SOLA FIRMA'
1300, 2702, 20915, EXTRAORDINARIO
1300, 3381, 21594, 'A SOLA FIRMA'
83000, 1131, 8744, EXTRAORDINARIO
40000, 1, 13520, EXTRAORDINARIO
80000, 3, 11757, EXTRAORDINARIO
160700, 808, 12562, EXTRAORDINARIO
66000, 8, 13296, EXTRAORDINARIO
67600, 531, 13819, EXTRAORDINARIO
43000, 715, 9675, EXTRAORDINARIO
83000, 37, 12416, EXTRAORDINARIO
83400, 361, 12740, EXTRAORDINARIO
26889, 398, 17736, EXTRAORDINARIO
15400, 316, 10091, EXTRAORDINARIO
50927, 948, 10723, EXTRAORDINARIO
50927, 1238, 11013, 'A SOLA FIRMA'
50927, 1527, 11302, 'A SOLA FIRMA'
50927, 1575, 11350, 'A SOLA FIRMA'
50927, 1626, 11401, EXTRAORDINARIO
50927, 1672, 11447, 'A SOLA FIRMA'
50927, 2797, 12572, 'A SOLA FIRMA'
50927, 3196, 12971, 'A SOLA FIRMA'
8000, 404, 10611, EXTRAORDINARIO
59184, 867, 11074, EXTRAORDINARIO
59884, 1625, 11832, EXTRAORDINARIO
3100, 4, 7755, EXTRAORDINARIO
9900, 1697, 9448, EXTRAORDINARIO
200, 360, 11202, EXTRAORDINARIO
200, 734, 11576, EXTRAORDINARIO
200, 1316, 12158, EXTRAORDINARIO
3100, 1, 10843, EXTRAORDINARIO
29416, 304, 25372, EXTRAORDINARIO
30316, 616, 25684, EXTRAORDINARIO
70165, 1073, 26141, EXTRAORDINARIO
38000, 9, 10036, EXTRAORDINARIO
16000, 11, 8678, EXTRAORDINARIO
18138, 441, 9108, EXTRAORDINARIO
18138, 791, 9458, EXTRAORDINARIO
90500, 41, 23154, EXTRAORDINARIO
95000, 1577, 24690, EXTRAORDINARIO
95000, 1597, 24710, 'A SOLA FIRMA'
95000, 1623, 24736, EXTRAORDINARIO
226100, 927, 15266, EXTRAORDINARIO
9490, 25, 16050, EXTRAORDINARIO
92000, 2785, 11492, EXTRAORDINARIO
223300, 3118, 16863, 'A SOLA FIRMA'
100, 166, 8633, EXTRAORDINARIO
100, 377, 8844, EXTRAORDINARIO
100, 1861, 10328, EXTRAORDINARIO
35600, 784, 8902, EXTRAORDINARIO
40100, 469, 12106, EXTRAORDINARIO
9600, 122, 11530, EXTRAORDINARIO
14000, 420, 11828, EXTRAORDINARIO
30100, 36, 13228, EXTRAORDINARIO
31000, 700, 13892, EXTRAORDINARIO
121000, 12, 22946, EXTRAORDINARIO
15100, 21, 10686, EXTRAORDINARIO
108750, 2183, 12848, EXTRAORDINARIO
101200, 61, 13556, EXTRAORDINARIO
15498, 1149, 9970, EXTRAORDINARIO
15698, 1543, 10364, 'A SOLA FIRMA'
24500, 2690, 11511, EXTRAORDINARIO
100, 2021, 12644, EXTRAORDINARIO
3635, 2144, 16234, EXTRAORDINARIO
59800, 2660, 16750, EXTRAORDINARIO
59800, 3243, 17333, EXTRAORDINARIO
100100, 16, 16287, EXTRAORDINARIO
100, 12, 16618, EXTRAORDINARIO
3255, 2, 19941, EXTRAORDINARIO
180100, 665, 15065, EXTRAORDINARIO
346900, 177, 23039, 'A SOLA FIRMA'
347400, 351, 23213, 'A SOLA FIRMA'
5000, 3207, 16398, 'A SOLA FIRMA'
36100, 4, 13195, EXTRAORDINARIO
36300, 533, 13724, EXTRAORDINARIO
38309, 3010, 16201, 'A SOLA FIRMA'
48469, 20, 16425, EXTRAORDINARIO
6370, 11, 10544, EXTRAORDINARIO
200100, 610, 19883, EXTRAORDINARIO
140100, 206, 15005, EXTRAORDINARIO
280100, 776, 15575, EXTRAORDINARIO
281400, 1786, 16585, 'A SOLA FIRMA'
31000, 476, 15070, EXTRAORDINARIO
31100, 761, 15355, EXTRAORDINARIO
165000, 17, 11091, EXTRAORDINARIO
100100, 146, 19596, EXTRAORDINARIO
70100, 1100, 14055, EXTRAORDINARIO
8662, 319, 12278, EXTRAORDINARIO
8762, 378, 12337, EXTRAORDINARIO
113197, 541, 12814, EXTRAORDINARIO
120000, 1699, 13972, EXTRAORDINARIO
40000, 7, 9121, EXTRAORDINARIO
11218, 583, 13234, 'A SOLA FIRMA'
10100, 9, 8384, EXTRAORDINARIO
150100, 188, 16855, EXTRAORDINARIO
158400, 2109, 24760, EXTRAORDINARIO
158400, 2620, 25271, 'A SOLA FIRMA'
10100, 0, 13848, EXTRAORDINARIO
25100, 273, 13201, EXTRAORDINARIO
99021, 27, 13050, EXTRAORDINARIO
80036, 12, 12, EXTRAORDINARIO
80044, 168, 13144, EXTRAORDINARIO
6100, 4, 9914, EXTRAORDINARIO
86934, 599, 10509, EXTRAORDINARIO
88334, 2475, 12385, 'A SOLA FIRMA'
100100, 567, 16034, EXTRAORDINARIO
14805, 222, 21277, EXTRAORDINARIO
19205, 1616, 22671, EXTRAORDINARIO
22630, 958, 9390, EXTRAORDINARIO
35100, 20, 14089, EXTRAORDINARIO
10017, 609, 10671, EXTRAORDINARIO
20100, 278, 23380, EXTRAORDINARIO
7480, 1597, 14631, EXTRAORDINARIO
200000, 2541, 20784, EXTRAORDINARIO
12600, 21, 16203, EXTRAORDINARIO
27800, 367, 16549, EXTRAORDINARIO
100, 1107, 13817, EXTRAORDINARIO
100, 961, 20645, 'A SOLA FIRMA'
88440, 1060, 15550, EXTRAORDINARIO
88440, 1086, 15576, 'A SOLA FIRMA'
88640, 1312, 15802, 'A SOLA FIRMA'
92647, 1557, 16047, 'A SOLA FIRMA'
300100, 986, 13988, 'A SOLA FIRMA'
300700, 1312, 14314, 'A SOLA FIRMA'
301000, 1557, 14559, 'A SOLA FIRMA'
12100, 64, 7721, EXTRAORDINARIO
35000, 273, 7930, EXTRAORDINARIO
95000, 438, 8095, EXTRAORDINARIO
95100, 479, 8136, 'A SOLA FIRMA'
95500, 622, 8279, 'A SOLA FIRMA'
95600, 1040, 8697, EXTRAORDINARIO
3600, 2421, 21165, EXTRAORDINARIO
20741, 244, 18988, EXTRAORDINARIO
23441, 1396, 20140, EXTRAORDINARIO
600, 2442, 18179, 'A SOLA FIRMA'
100100, 20, 15757, EXTRAORDINARIO
101400, 422, 16159, 'A SOLA FIRMA'
200091, 764, 16501, EXTRAORDINARIO
200491, 1094, 16831, 'A SOLA FIRMA'
35100, 34, 11809, EXTRAORDINARIO
100, 818, 8825, EXTRAORDINARIO
100, 1886, 9893, EXTRAORDINARIO
45100, 30, 9901, EXTRAORDINARIO
239610, 237, 15228, EXTRAORDINARIO
36244, 774, 14887, EXTRAORDINARIO
100, 1845, 14560, EXTRAORDINARIO
20100, 8, 12646, EXTRAORDINARIO
71100, 1013, 13651, EXTRAORDINARIO
160100, 438, 16184, EXTRAORDINARIO
81595, 1062, 10497, EXTRAORDINARIO
10100, 35, 15733, EXTRAORDINARIO
40000, 592, 16290, EXTRAORDINARIO
71900, 1632, 17330, 'A SOLA FIRMA'
100, 1, 8849, EXTRAORDINARIO
26300, 305, 9153, EXTRAORDINARIO
26400, 390, 9238, EXTRAORDINARIO
70100, 13, 12837, EXTRAORDINARIO
97147, 340, 21172, EXTRAORDINARIO
200100, 19, 14030, EXTRAORDINARIO
400000, 685, 14696, EXTRAORDINARIO
79046, 795, 19897, EXTRAORDINARIO
79046, 1476, 20578, EXTRAORDINARIO
79046, 2144, 21246, EXTRAORDINARIO
11239, 131, 10341, EXTRAORDINARIO
174300, 2363, 16236, EXTRAORDINARIO
30100, 6, 14170, EXTRAORDINARIO
450000, 2363, 17671, EXTRAORDINARIO
9100, 135, 13841, EXTRAORDINARIO
9300, 550, 14256, EXTRAORDINARIO
32152, 306, 22383, EXTRAORDINARIO
91843, 399, 21808, EXTRAORDINARIO
107551, 1139, 22548, EXTRAORDINARIO
6100, 12, 15819, EXTRAORDINARIO
10000, 177, 15984, EXTRAORDINARIO
10200, 548, 16355, EXTRAORDINARIO
16404, 1268, 17075, EXTRAORDINARIO
